enrollee_id,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
1791,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,2,<10,Early Stage Startup,1,78,0.0
7348,0.855,Male,No relevent experience,Full time course,Graduate,STEM,3,1000-4999,Pvt Ltd,1,51,0.0
7803,0.855,Male,No relevent experience,Part time course,Graduate,STEM,2,5000-9999,Pvt Ltd,1,46,0.0
11623,0.624,Female,Has relevent experience,Full time course,Graduate,STEM,<1,10/49,Pvt Ltd,1,68,1.0
2598,0.743,Male,Has relevent experience,Part time course,Masters,STEM,11,100-500,Pvt Ltd,2,46,0.0
2371,0.926,Male,No relevent experience,Full time course,Graduate,STEM,6,50-99,Pvt Ltd,1,162,0.0
33174,0.487,Male,Has relevent experience,Part time course,Graduate,STEM,5,10/49,Pvt Ltd,1,92,0.0
18236,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,6,10000+,Pvt Ltd,1,32,0.0
30728,0.754,Male,Has relevent experience,Part time course,Masters,STEM,11,500-999,Public Sector,1,2,1.0
28955,0.92,Male,No relevent experience,Part time course,Graduate,Humanities,<1,500-999,Pvt Ltd,1,13,1.0
29531,0.926,Female,No relevent experience,Part time course,Graduate,STEM,1,10000+,Pvt Ltd,1,33,0.0
13686,0.794,Male,Has relevent experience,Part time course,Graduate,STEM,8,100-500,Pvt Ltd,2,22,0.0
14910,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,14,10000+,Pvt Ltd,>4,98,0.0
18962,0.91,Male,Has relevent experience,Full time course,Masters,Humanities,5,500-999,Pvt Ltd,>4,14,0.0
20871,0.795,Male,Has relevent experience,Part time course,Graduate,STEM,9,100-500,Pvt Ltd,4,52,0.0
29862,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,7,50-99,NGO,2,74,0.0
3633,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,11,10000+,Pvt Ltd,2,174,0.0
22924,0.7759999999999999,Male,No relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,1,41,0.0
13486,0.926,Male,Has relevent experience,Part time course,Masters,Other,19,50-99,Pvt Ltd,2,4,0.0
6196,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,2,100-500,Pvt Ltd,1,163,0.0
30125,0.926,Male,No relevent experience,Part time course,Masters,STEM,>20,1000-4999,NGO,1,20,0.0
31844,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,3,1000-4999,Pvt Ltd,1,29,1.0
6755,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,3,51,1.0
10283,0.727,Male,No relevent experience,Part time course,Masters,STEM,5,500-999,Public Sector,1,17,0.0
17731,0.83,Male,Has relevent experience,Full time course,Graduate,STEM,14,100-500,Pvt Ltd,1,136,0.0
28825,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,8,5000-9999,Pvt Ltd,1,18,1.0
30107,0.722,Male,No relevent experience,Part time course,Graduate,STEM,3,100-500,Pvt Ltd,1,55,0.0
14913,0.926,Female,Has relevent experience,Part time course,Graduate,STEM,4,10/49,Funded Startup,2,214,0.0
28952,0.92,Male,No relevent experience,Part time course,Graduate,STEM,3,100-500,Pvt Ltd,1,12,1.0
32813,0.878,Male,No relevent experience,Full time course,Graduate,Humanities,2,1000-4999,Pvt Ltd,1,17,0.0
15188,0.92,Male,Has relevent experience,Part time course,Masters,Humanities,12,5000-9999,NGO,1,30,0.0
7287,0.926,Male,Has relevent experience,Full time course,Masters,STEM,15,100-500,Pvt Ltd,1,330,0.0
27035,0.921,Male,Has relevent experience,Full time course,Masters,STEM,5,100-500,Pvt Ltd,1,10,0.0
2985,0.7390000000000001,Male,Has relevent experience,Full time course,Graduate,STEM,4,500-999,Public Sector,never,69,0.0
15798,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,5000-9999,Pvt Ltd,2,30,0.0
2952,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,5,5000-9999,Public Sector,1,111,0.0
9419,0.89,Male,Has relevent experience,Full time course,Masters,STEM,9,50-99,Pvt Ltd,>4,51,0.0
14640,0.698,Male,No relevent experience,Part time course,Masters,STEM,5,10000+,Public Sector,1,328,1.0
12801,0.7759999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,>20,100-500,Public Sector,>4,89,0.0
24459,0.92,Male,Has relevent experience,Part time course,Masters,STEM,15,500-999,Public Sector,1,10,0.0
27084,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,9,500-999,Pvt Ltd,>4,52,0.0
7168,0.91,Male,Has relevent experience,Part time course,Graduate,STEM,>20,50-99,Pvt Ltd,3,14,0.0
8018,0.698,Male,No relevent experience,Full time course,Graduate,STEM,12,10000+,Public Sector,2,67,1.0
13332,0.55,Male,Has relevent experience,Part time course,Graduate,STEM,4,<10,NGO,1,25,1.0
19671,0.754,Male,Has relevent experience,Full time course,Graduate,STEM,16,1000-4999,Pvt Ltd,never,29,1.0
31163,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,7,10/49,Pvt Ltd,4,78,1.0
22322,0.939,Male,Has relevent experience,Part time course,Graduate,STEM,13,500-999,Pvt Ltd,1,22,0.0
24909,0.624,Male,No relevent experience,Full time course,Graduate,STEM,10,50-99,Pvt Ltd,2,31,1.0
17315,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,9,<10,NGO,1,282,0.0
31812,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,1,84,1.0
5168,0.895,Male,Has relevent experience,Part time course,Graduate,STEM,15,100-500,Pvt Ltd,1,14,0.0
24799,0.92,Male,Has relevent experience,Full time course,Masters,STEM,>20,10000+,Pvt Ltd,>4,278,0.0
15819,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,>20,10000+,Pvt Ltd,3,222,0.0
3152,0.743,Male,No relevent experience,Full time course,Graduate,STEM,5,<10,Early Stage Startup,1,304,0.0
12827,0.897,Male,No relevent experience,Part time course,Graduate,STEM,7,1000-4999,Public Sector,2,53,0.0
8663,0.7759999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,10,10/49,Pvt Ltd,>4,13,0.0
2760,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,1,500-999,Pvt Ltd,1,9,1.0
13054,0.921,Female,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,1,308,0.0
16453,0.926,Male,No relevent experience,Part time course,Masters,Business Degree,1,100-500,Funded Startup,1,96,0.0
11270,0.762,Male,Has relevent experience,Part time course,Masters,STEM,9,10000+,Pvt Ltd,1,67,1.0
15409,0.55,Female,Has relevent experience,Full time course,Masters,STEM,4,50-99,Funded Startup,1,56,0.0
31905,0.92,Female,No relevent experience,Full time course,Graduate,STEM,6,10000+,Pvt Ltd,1,57,0.0
6855,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,10000+,Pvt Ltd,3,326,0.0
12921,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,2,1000-4999,Pvt Ltd,1,75,1.0
21376,0.624,Male,No relevent experience,Full time course,Graduate,STEM,4,10/49,Pvt Ltd,1,42,0.0
30291,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,1,<10,Pvt Ltd,1,35,1.0
27318,0.767,Male,Has relevent experience,Part time course,Graduate,STEM,7,50-99,Funded Startup,1,57,0.0
1856,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,5,5000-9999,Pvt Ltd,1,66,0.0
14114,0.767,Male,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,2,114,0.0
14546,0.884,Male,Has relevent experience,Part time course,Masters,STEM,6,<10,Funded Startup,1,70,0.0
23467,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,7,1000-4999,Pvt Ltd,1,50,0.0
32020,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,9,100-500,Funded Startup,1,36,1.0
32803,0.91,Male,Has relevent experience,Part time course,Graduate,STEM,10,10000+,NGO,>4,17,0.0
25153,0.624,Male,No relevent experience,Full time course,Graduate,STEM,<1,100-500,NGO,1,256,0.0
11350,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,6,50-99,Pvt Ltd,3,18,1.0
32651,0.743,Male,Has relevent experience,Full time course,Graduate,STEM,7,50-99,Funded Startup,1,15,0.0
15650,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,5,50-99,Pvt Ltd,1,24,0.0
25985,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,>20,50-99,Funded Startup,>4,308,0.0
13840,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,10000+,Pvt Ltd,1,166,0.0
11288,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,13,500-999,Funded Startup,1,20,0.0
17241,0.789,Male,Has relevent experience,Full time course,Graduate,STEM,11,500-999,Pvt Ltd,4,130,1.0
24125,0.725,Male,Has relevent experience,Part time course,Masters,STEM,6,10/49,Pvt Ltd,1,74,0.0
4781,0.855,Female,No relevent experience,Full time course,Graduate,STEM,5,10000+,Pvt Ltd,1,100,0.0
10355,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,15,50-99,Pvt Ltd,1,15,0.0
7540,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,3,<10,Pvt Ltd,1,196,0.0
10693,0.55,Male,Has relevent experience,Part time course,Graduate,STEM,2,50-99,Pvt Ltd,1,42,0.0
29204,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,7,<10,Early Stage Startup,1,72,0.0
29729,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,6,100-500,Pvt Ltd,1,33,1.0
19376,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,8,100-500,Pvt Ltd,1,31,0.0
25002,0.897,Male,No relevent experience,Part time course,Graduate,STEM,3,<10,Early Stage Startup,1,7,0.0
10552,0.624,Female,Has relevent experience,Full time course,Masters,STEM,7,500-999,Pvt Ltd,1,50,1.0
2350,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,13,10/49,Pvt Ltd,2,145,1.0
14804,0.847,Male,Has relevent experience,Full time course,Graduate,STEM,5,100-500,Pvt Ltd,4,51,0.0
30447,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,6,10000+,Pvt Ltd,2,18,0.0
32924,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,5,10/49,Funded Startup,1,204,0.0
3050,0.897,Male,Has relevent experience,Part time course,Graduate,STEM,5,50-99,Pvt Ltd,4,58,0.0
25366,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,5,<10,Pvt Ltd,1,71,0.0
19810,0.926,Male,Has relevent experience,Part time course,Masters,STEM,13,10000+,Pvt Ltd,2,42,0.0
29073,0.91,Male,Has relevent experience,Part time course,Graduate,STEM,7,10000+,Pvt Ltd,2,47,0.0
25213,0.754,Male,Has relevent experience,Part time course,Graduate,No Major,3,<10,Early Stage Startup,1,82,0.0
24179,0.624,Male,No relevent experience,Part time course,Phd,STEM,8,10/49,Pvt Ltd,4,34,0.0
11704,0.924,Male,Has relevent experience,Full time course,Graduate,STEM,15,500-999,NGO,1,37,0.0
32714,0.624,Male,Has relevent experience,Full time course,Graduate,Other,5,10/49,Early Stage Startup,1,9,1.0
2676,0.866,Male,Has relevent experience,Full time course,Masters,STEM,8,<10,Public Sector,1,28,0.0
3877,0.92,Male,No relevent experience,Full time course,Graduate,STEM,5,1000-4999,Pvt Ltd,>4,39,0.0
30366,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,4,<10,Funded Startup,1,46,0.0
33000,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,7,10/49,Early Stage Startup,1,139,0.0
21348,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,<1,10/49,Early Stage Startup,1,324,1.0
9980,0.92,Male,Has relevent experience,Full time course,Masters,STEM,8,1000-4999,Pvt Ltd,2,38,0.0
10603,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,1,54,0.0
31161,0.624,Male,Has relevent experience,Full time course,Masters,STEM,1,100-500,Pvt Ltd,never,27,1.0
32472,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,3,10000+,Public Sector,1,166,0.0
10732,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,8,<10,Funded Startup,1,27,0.0
23936,0.926,Male,Has relevent experience,Full time course,Masters,STEM,4,50-99,Pvt Ltd,1,30,0.0
2521,0.926,Male,No relevent experience,Full time course,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,114,1.0
16544,0.91,Male,No relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,3,18,1.0
2043,0.899,Male,Has relevent experience,Full time course,Graduate,STEM,9,50-99,Funded Startup,1,42,0.0
18842,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,7,100-500,Pvt Ltd,2,12,0.0
28933,0.624,Male,Has relevent experience,Full time course,Masters,STEM,5,50-99,Pvt Ltd,1,156,0.0
8709,0.926,Male,Has relevent experience,Part time course,Masters,STEM,7,<10,Public Sector,1,27,0.0
14411,0.624,Male,Has relevent experience,Full time course,Masters,STEM,1,50-99,Pvt Ltd,1,50,1.0
27894,0.8270000000000001,Male,Has relevent experience,Part time course,Masters,STEM,>20,1000-4999,Public Sector,>4,46,0.0
2761,0.91,Male,Has relevent experience,Full time course,Masters,STEM,10,10000+,Pvt Ltd,2,24,0.0
21193,0.843,Male,Has relevent experience,Part time course,Graduate,STEM,11,<10,Early Stage Startup,2,75,0.0
17297,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,12,10000+,Pvt Ltd,>4,27,0.0
864,0.939,Male,Has relevent experience,Part time course,Graduate,STEM,12,100-500,Pvt Ltd,1,26,0.0
29308,0.767,Male,Has relevent experience,Full time course,Masters,STEM,15,100-500,Pvt Ltd,>4,59,0.0
17210,0.624,Male,Has relevent experience,Full time course,Masters,STEM,3,10/49,Pvt Ltd,never,18,1.0
10783,0.5579999999999999,Male,Has relevent experience,Full time course,Graduate,STEM,5,10/49,Early Stage Startup,1,74,0.0
19176,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,4,1000-4999,Pvt Ltd,1,13,0.0
19377,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,4,100-500,Pvt Ltd,1,3,0.0
30933,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,8,10000+,Pvt Ltd,1,20,0.0
20114,0.897,Male,No relevent experience,Full time course,Masters,STEM,10,<10,Funded Startup,1,80,0.0
24221,0.624,Male,No relevent experience,Full time course,Graduate,STEM,3,500-999,Pvt Ltd,1,34,1.0
8860,0.762,Male,Has relevent experience,Part time course,Graduate,STEM,9,100-500,Pvt Ltd,1,3,0.0
5200,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,9,<10,Pvt Ltd,2,56,1.0
32439,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,2,10/49,Pvt Ltd,2,4,0.0
7988,0.925,Male,Has relevent experience,Part time course,Graduate,Arts,3,500-999,Pvt Ltd,1,40,0.0
5921,0.804,Male,Has relevent experience,Part time course,Graduate,STEM,9,<10,Pvt Ltd,1,9,1.0
4994,0.855,Female,Has relevent experience,Part time course,Graduate,STEM,6,10000+,Pvt Ltd,3,58,0.0
15844,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,9,50-99,Pvt Ltd,3,56,0.0
25939,0.92,Male,No relevent experience,Full time course,Graduate,STEM,3,1000-4999,Public Sector,1,72,1.0
26918,0.91,Male,No relevent experience,Full time course,Phd,STEM,5,5000-9999,Public Sector,1,13,1.0
3943,0.92,Male,No relevent experience,Full time course,Graduate,STEM,1,10/49,Public Sector,1,16,1.0
6194,0.893,Male,Has relevent experience,Full time course,Graduate,STEM,10,100-500,Public Sector,1,155,0.0
24816,0.92,Male,No relevent experience,Full time course,Masters,STEM,13,1000-4999,Public Sector,2,62,0.0
12641,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,7,100-500,Pvt Ltd,1,306,0.0
13985,0.802,Male,Has relevent experience,Full time course,Graduate,STEM,6,1000-4999,Pvt Ltd,never,152,0.0
239,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,50-99,Public Sector,2,214,0.0
16273,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,43,1.0
14246,0.91,Male,No relevent experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,1,13,0.0
21293,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,1,9,0.0
26039,0.92,Male,No relevent experience,Full time course,Graduate,STEM,1,1000-4999,Public Sector,1,10,1.0
21757,0.624,Male,Has relevent experience,Full time course,Masters,STEM,2,100-500,Pvt Ltd,1,13,0.0
11299,0.893,Male,Has relevent experience,Part time course,Graduate,STEM,15,100-500,Pvt Ltd,3,99,0.0
11018,0.579,Male,Has relevent experience,Full time course,Masters,Humanities,3,50-99,Pvt Ltd,1,21,1.0
26718,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,11,1000-4999,NGO,1,160,0.0
4076,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,18,1000-4999,Pvt Ltd,never,128,0.0
25593,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,5,<10,Early Stage Startup,1,54,0.0
12967,0.762,Male,Has relevent experience,Full time course,Masters,STEM,15,500-999,Public Sector,2,110,0.0
32010,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,11,10000+,Pvt Ltd,4,36,1.0
1334,0.926,Male,Has relevent experience,Full time course,Masters,STEM,15,500-999,Pvt Ltd,>4,78,0.0
27623,0.55,Male,Has relevent experience,Part time course,Graduate,STEM,17,10/49,Funded Startup,1,98,0.0
25134,0.91,Female,Has relevent experience,Part time course,Graduate,No Major,16,<10,Pvt Ltd,1,45,0.0
28824,0.682,Male,No relevent experience,Part time course,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,35,0.0
6273,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,3,<10,Pvt Ltd,never,66,0.0
13226,0.556,Male,Has relevent experience,Part time course,Graduate,STEM,7,1000-4999,Pvt Ltd,1,102,0.0
29798,0.92,Male,No relevent experience,Full time course,Graduate,STEM,10,100-500,NGO,1,167,0.0
16656,0.926,Male,No relevent experience,Full time course,Graduate,Business Degree,1,10/49,Funded Startup,1,86,0.0
23728,0.924,Male,Has relevent experience,Part time course,Graduate,STEM,>20,5000-9999,Pvt Ltd,1,77,0.0
31504,0.913,Male,Has relevent experience,Part time course,Graduate,STEM,10,100-500,NGO,1,16,1.0
13154,0.926,Female,No relevent experience,Part time course,Masters,STEM,4,10/49,Public Sector,3,39,0.0
25616,0.6890000000000001,Male,Has relevent experience,Full time course,Masters,STEM,19,<10,Funded Startup,1,54,0.0
25436,0.92,Male,Has relevent experience,Part time course,Masters,STEM,12,100-500,Pvt Ltd,3,13,0.0
25207,0.92,Male,No relevent experience,Part time course,Graduate,STEM,6,10000+,Pvt Ltd,>4,57,0.0
30835,0.556,Male,Has relevent experience,Full time course,Graduate,STEM,9,50-99,Pvt Ltd,2,192,1.0
3251,0.738,Male,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,never,40,0.0
27068,0.939,Male,Has relevent experience,Full time course,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,35,0.0
11670,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,7,10000+,Pvt Ltd,>4,110,0.0
26372,0.92,Female,No relevent experience,Part time course,Graduate,STEM,3,10/49,Public Sector,1,39,1.0
31335,0.698,Female,No relevent experience,Full time course,Graduate,STEM,8,1000-4999,Public Sector,1,94,1.0
29676,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,6,100-500,Funded Startup,1,116,0.0
11637,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,9,10000+,Pvt Ltd,>4,52,0.0
781,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,11,10/49,Early Stage Startup,2,26,0.0
31793,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,14,10000+,Pvt Ltd,1,11,0.0
7994,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,9,5000-9999,Public Sector,1,96,0.0
22167,0.92,Male,No relevent experience,Full time course,Masters,Humanities,8,50-99,Public Sector,3,174,0.0
20467,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,50-99,NGO,1,98,0.0
8947,0.722,Male,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,1,74,1.0
1857,0.738,Male,Has relevent experience,Full time course,Graduate,STEM,10,10000+,Pvt Ltd,1,144,0.0
31561,0.6890000000000001,Male,Has relevent experience,Part time course,Graduate,STEM,17,50-99,Pvt Ltd,1,50,0.0
6663,0.691,Male,Has relevent experience,Full time course,Graduate,STEM,3,<10,Pvt Ltd,1,26,0.0
26445,0.762,Male,No relevent experience,Part time course,Graduate,Business Degree,<1,100-500,Pvt Ltd,1,74,1.0
19898,0.926,Male,No relevent experience,Full time course,Masters,STEM,17,1000-4999,NGO,1,62,0.0
11745,0.926,Male,No relevent experience,Full time course,Graduate,STEM,7,500-999,Public Sector,never,25,0.0
21259,0.92,Male,No relevent experience,Full time course,Graduate,STEM,1,50-99,NGO,1,39,1.0
18849,0.762,Male,Has relevent experience,Full time course,Graduate,STEM,4,5000-9999,Pvt Ltd,1,62,0.0
27978,0.884,Male,Has relevent experience,Part time course,Graduate,STEM,5,100-500,Public Sector,1,7,0.0
8504,0.55,Male,Has relevent experience,Part time course,Graduate,STEM,4,10/49,Pvt Ltd,1,97,0.0
26778,0.624,Male,Has relevent experience,Full time course,Masters,STEM,3,50-99,Pvt Ltd,1,10,1.0
7237,0.92,Male,No relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,2,24,1.0
24986,0.836,Male,Has relevent experience,Part time course,Masters,STEM,17,10000+,Pvt Ltd,1,19,0.0
14752,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,2,100-500,Pvt Ltd,1,220,1.0
4856,0.624,Male,Has relevent experience,Part time course,Phd,STEM,20,10/49,Pvt Ltd,>4,108,1.0
19422,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2,<10,Pvt Ltd,1,102,1.0
22396,0.55,Male,Has relevent experience,Part time course,Masters,STEM,7,10000+,Pvt Ltd,1,56,0.0
24016,0.55,Male,Has relevent experience,Part time course,Graduate,STEM,10,500-999,Pvt Ltd,1,62,1.0
12318,0.92,Male,No relevent experience,Full time course,Graduate,STEM,12,10000+,Public Sector,>4,128,0.0
8314,0.843,Male,Has relevent experience,Full time course,Graduate,STEM,9,50-99,Funded Startup,1,40,0.0
21287,0.64,Male,Has relevent experience,Part time course,Graduate,STEM,3,50-99,Pvt Ltd,1,164,0.0
5174,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,7,500-999,Pvt Ltd,1,15,0.0
19064,0.754,Male,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,1,23,0.0
26706,0.926,Male,No relevent experience,Part time course,Masters,STEM,8,5000-9999,NGO,2,121,0.0
29083,0.6890000000000001,Male,Has relevent experience,Part time course,Graduate,STEM,6,<10,Early Stage Startup,1,106,0.0
4528,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,16,1000-4999,Pvt Ltd,2,16,0.0
4685,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,15,10/49,Funded Startup,1,66,1.0
12841,0.91,Female,Has relevent experience,Full time course,Graduate,STEM,5,1000-4999,Public Sector,1,114,0.0
21957,0.647,Male,Has relevent experience,Part time course,Masters,STEM,2,50-99,Early Stage Startup,1,7,0.0
32809,0.624,Male,Has relevent experience,Full time course,Masters,STEM,10,<10,Pvt Ltd,1,76,1.0
12089,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,4,10/49,Early Stage Startup,1,196,1.0
11271,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,5,50-99,Pvt Ltd,2,6,0.0
29265,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,6,100-500,Pvt Ltd,1,37,0.0
32995,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2,10/49,Early Stage Startup,1,56,0.0
14791,0.847,Male,Has relevent experience,Full time course,Graduate,STEM,10,5000-9999,Pvt Ltd,1,9,0.0
17977,0.6890000000000001,Female,Has relevent experience,Full time course,Masters,STEM,19,50-99,Pvt Ltd,1,125,0.0
13363,0.698,Male,Has relevent experience,Full time course,Masters,STEM,12,100-500,Pvt Ltd,1,33,0.0
17864,0.91,Male,Has relevent experience,Part time course,Masters,STEM,>20,50-99,Funded Startup,1,284,0.0
8560,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,3,100-500,Pvt Ltd,never,127,1.0
1986,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,7,10/49,Public Sector,1,158,0.0
4287,0.939,Male,No relevent experience,Full time course,Graduate,STEM,6,500-999,Public Sector,1,10,0.0
29538,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,10,10000+,Pvt Ltd,1,53,0.0
21148,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,6,100-500,Funded Startup,1,57,0.0
31351,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,7,10/49,Public Sector,1,36,1.0
32261,0.579,Male,Has relevent experience,Part time course,Graduate,STEM,12,50-99,Funded Startup,2,48,1.0
7974,0.527,Male,Has relevent experience,Full time course,Masters,STEM,8,5000-9999,Public Sector,never,176,0.0
5530,0.8959999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,19,50-99,Pvt Ltd,1,80,0.0
31240,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,3,100-500,Pvt Ltd,1,31,0.0
10729,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,>20,10/49,Early Stage Startup,2,37,0.0
28093,0.92,Female,No relevent experience,Full time course,Masters,STEM,12,10000+,Public Sector,2,155,0.0
2545,0.624,Female,Has relevent experience,Full time course,Masters,STEM,8,500-999,Pvt Ltd,2,69,1.0
18489,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,<1,500-999,Pvt Ltd,1,24,0.0
28565,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,2,10/49,Pvt Ltd,1,36,0.0
8955,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,4,100-500,Pvt Ltd,2,80,0.0
16907,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,10/49,Pvt Ltd,1,22,0.0
25754,0.754,Female,Has relevent experience,Part time course,Graduate,STEM,6,50-99,Pvt Ltd,2,105,0.0
26092,0.884,Male,Has relevent experience,Part time course,Graduate,STEM,9,10/49,Pvt Ltd,3,65,0.0
31564,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,10,500-999,Funded Startup,2,21,0.0
29576,0.92,Male,No relevent experience,Part time course,Graduate,STEM,14,10000+,Public Sector,>4,50,0.0
26524,0.939,Male,No relevent experience,Part time course,Graduate,STEM,>20,50-99,Pvt Ltd,1,122,0.0
24928,0.624,Male,Has relevent experience,Full time course,Masters,STEM,10,<10,Pvt Ltd,1,110,1.0
32257,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,9,50-99,Pvt Ltd,1,166,0.0
8231,0.884,Male,Has relevent experience,Part time course,Graduate,STEM,7,100-500,Pvt Ltd,1,28,0.0
2840,0.884,Male,Has relevent experience,Part time course,Graduate,STEM,17,50-99,Pvt Ltd,2,4,0.0
24076,0.624,Male,Has relevent experience,Full time course,Masters,STEM,8,10000+,Pvt Ltd,4,122,0.0
17945,0.92,Male,Has relevent experience,Part time course,Graduate,Arts,3,500-999,Pvt Ltd,3,37,0.0
12292,0.698,Female,Has relevent experience,Full time course,Graduate,STEM,5,10000+,Pvt Ltd,never,17,0.0
